Subject_ID,mean_velocity,std_velocity,foot_distance_std,knee_angles_mean,core_mean_velocity,z_range,x_mean,mean_confidence,com_autocorr_1,com_trend,movement_reversals,movement_regularity,stability_trend,stability_variance,stability_min,dominant_frequency,spectral_centroid,spectral_spread,spectral_energy,freq_power_ratio,left_arm_asymmetry,left_leg_asymmetry,base_support_mean,base_support_std,base_support_min,cop_velocity,cop_acceleration,cop_path_length,left_arm_right_arm_coordination,left_leg_right_leg_coordination,left_arm_left_leg_coordination,right_arm_right_leg_coordination,left_arm_right_arm_phase_coupling,left_arm_left_leg_phase_coupling,left_arm_right_leg_phase_coupling,right_arm_left_leg_phase_coupling,right_arm_right_leg_phase_coupling,left_leg_right_leg_phase_coupling,sway_area,sway_velocity,sway_acceleration,ml_sway,ap_sway,left_knee_left_ankle_coord,right_knee_right_ankle_coord,left_shoulder_left_elbow_coord,right_shoulder_right_elbow_coord,interaction_mean_velocity_std_velocity,interaction_mean_velocity_foot_distance_std,interaction_mean_velocity_knee_angles_mean,interaction_mean_velocity_core_mean_velocity,interaction_mean_velocity_z_range,interaction_mean_velocity_x_mean,interaction_mean_velocity_mean_confidence,interaction_std_velocity_foot_distance_std,interaction_std_velocity_knee_angles_mean,interaction_std_velocity_core_mean_velocity,interaction_std_velocity_z_range,interaction_std_velocity_x_mean,interaction_std_velocity_mean_confidence,interaction_foot_distance_std_knee_angles_mean,interaction_foot_distance_std_core_mean_velocity,interaction_foot_distance_std_z_range,interaction_foot_distance_std_x_mean,interaction_foot_distance_std_mean_confidence,interaction_knee_angles_mean_core_mean_velocity,interaction_knee_angles_mean_z_range,interaction_knee_angles_mean_x_mean,interaction_knee_angles_mean_mean_confidence,interaction_core_mean_velocity_z_range,interaction_core_mean_velocity_x_mean,interaction_core_mean_velocity_mean_confidence,interaction_z_range_x_mean,interaction_z_range_mean_confidence,interaction_x_mean_mean_confidence,velocity_cv,balance_coordination
E01,1.086273075035448,1.5195576885795408,0.025352562277345895,132.3430815040107,0.42520418723650577,0.9492339,0.4847558544701686,0.9629316298741565,0.9850031499337579,-1.584050267660028e-05,0.5249457700650759,0.0017043693833281685,0.00027939924573029267,1.7667058919606453e-05,0.9644134258674442,0.0001549666821633349,0.1742410841128327,0.16972740940369174,17909228.084514324,0.8909847402601084,0.02776487345198416,0.007071974233610415,0.08036140377808312,0.025352562277345895,0.008015702667265048,0.002624917569838497,0.00452641143513175,16.24298992216062,0.45305172286087647,0.46267102599398746,0.36500932478176223,0.3196961676484035,0.5877196485141267,0.6089230176760115,0.5596173840376751,0.5879309149342177,0.5709749134773494,0.5731491513186582,0.10703432120283371,0.0024993737647560133,0.004090556815051185,0.08725189163741394,0.023330826823618173,-0.027308351398002924,-0.040259877247184994,0.193782007906831,0.2613860973393549,1.6506546030670552,0.027539805785040224,143.76072610502862,0.4618878599873475,1.031127227480891,0.5265772326767462,1.0460067026322957,0.03852468093373258,201.10294702972828,0.646122291931447,1.4424156710053428,0.7366144857440896,1.4632301617517032,3.355236215806295,0.010780015637501757,0.024065511565517925,0.012289802989762974,0.02441278411521074,56.27283240728752,125.62453939406996,64.15408355769188,127.43733917522536,0.4036182289468386,0.20612021910812592,0.4094425610449645,0.4601466902865506,0.914047346458802,0.4667867450359989,1.3988713562274362,3.355236215806295
E02,1.080307490037218,1.3478480251710128,0.02741843063291966,127.8900070153371,0.4078187208562432,0.8575706,0.49756254907970277,0.9679154371815077,0.9786424058004545,2.1772877650992946e-06,0.5211023318558489,0.0011562921564848719,-0.00017189478607367506,3.419838001734016e-05,0.9617898382740939,0.008866615265998457,0.23715134458095502,0.1671582059762033,1029370.4132634265,0.42048718426867093,0.016336107901168427,0.0008698365210400551,0.0706212227583727,0.02741843063291966,0.005143207506994019,0.0029047706301183755,0.004894367161299023,15.02347369897224,0.28376090353367095,0.34328421695988226,0.18019076270954149,0.22630468487574618,0.7447894879185176,0.6896592751078097,0.7036024122493575,0.6972002342435842,0.7020922291771104,0.7338403989217626,0.010843095320927502,0.0025983733534582216,0.0042021718511054155,0.04485068055042385,0.008429790464934339,-0.15821199832396238,0.09038344015165153,0.24093866091331215,0.16622880294522877,1.456090317024118,0.029620335977809012,138.16053247958104,0.44056961871839695,0.926439942415711,0.5375205485328138,1.0456462965098312,0.03695587758186917,172.3762933947291,0.5496776575338559,1.1558748396547205,0.6706386991761325,1.3046029105376327,3.5065432859936294,0.011181749308602931,0.023513240008931294,0.013642384237480515,0.026538722272893278,52.155939071290746,109.67471005014684,63.6332778923722,123.78671205139611,0.34973334513592097,0.20291532231165613,0.39473403548837394,0.4266950137518101,0.8300558222130079,0.4815984722176259,1.2476510530104024,3.5065432859936294
E03,1.0002927544803966,1.4310964087487117,0.020028958324104427,119.63553597682345,0.41035253912377523,0.7413802,0.4695849833935051,0.9659796921956895,0.9682611202229007,1.1784071911924748e-06,0.5299401197604791,0.00037425149700598805,-0.0002490035406014654,5.430243798079463e-06,0.9769982514372915,0.008796556241811717,0.24251223383893983,0.16895257931609867,1599670.7125193877,0.4059540335804267,0.015304685373474531,0.020951392553190545,0.05963566799913883,0.020028958324104427,0.003048732905651102,0.0018612921676907238,0.0032076565568764,9.935577591133084,0.36676217177938475,0.28823070675019524,0.2057238376460365,0.23888827269510987,0.7481384173755801,0.6769998475041211,0.696780053194689,0.6728854412242421,0.6789343743639126,0.7221603072396043,0.004102233759652499,0.0019146274434729419,0.0031634529552282097,0.03196736432721116,0.006366238818117808,-0.15358197259099715,-0.0041634396905469535,0.09589440597671772,0.15200473212587148,1.4315153686342523,0.020034821891391483,119.6705598159953,0.4104726716681458,0.7415972423752274,0.46972245650132044,0.9662624870785519,0.02866337032860346,171.20998589515932,0.5872540450609499,1.0609865417374016,0.6720213833367685,1.382410068425437,2.3961751641616926,0.008218933904300525,0.014849073128116206,0.009405298062013782,0.019347566996918687,49.09274595752326,88.69541758960457,56.17905117494972,115.56549821855825,0.3042272475260923,0.19269539026992064,0.39639221943450403,0.3481410089052735,0.7161582173959787,0.45360955771817596,1.4306761412222313,2.3961751641616926
E04,0.8041837360018464,1.1350188745758314,0.027456849290075087,111.94662664518047,0.3363465032937327,0.6990167,0.46678198931194737,0.9566185943876647,0.9812206172157721,-1.1613235892892565e-05,0.5156660602385285,0.0,7.682846607678372e-05,5.554407332186627e-06,0.9784583982077727,0.001213101496158512,0.22520216021587175,0.17333272425371257,957673.1648617906,0.5241529032862648,0.020035307775538514,0.0038570971956517234,0.05487721788142381,0.027456849290075087,0.01034619193181725,0.0021190595911503153,0.003682765618391882,10.474511559056008,0.37755863748418295,0.3318202283203623,0.17219477184420906,0.19922263151025058,0.7411618880385883,0.6804842561287031,0.6834588814642474,0.6786884059244892,0.6738942115064285,0.7039102353542557,0.006202171452308753,0.0017134058819279659,0.0027711848498813427,0.0409344170132881,0.006775934307893832,-0.03121843186937386,-0.18818528734135745,0.15833010625842586,0.31648470692173447,0.9127637189890032,0.02208035164093223,90.02565644832508,0.27048438760991134,0.5621378613336819,0.3753784840632558,0.7692971151635072,0.03116404218061924,127.06153418737352,0.38175962963596866,0.7933971481437117,0.5298063681811143,1.0857801604002009,3.0737016563290243,0.009235015250179763,0.019192796183145632,0.01281636273185958,0.02626573257418558,37.65285642763546,78.25256153364613,52.25466908219919,107.09022462775324,0.2351118227889242,0.157000489905566,0.32175531920805667,0.32628840578827273,0.668692373007504,0.44653233050107305,1.4113907212648529,3.0737016563290243
E05,0.9127059819607874,1.257028920976544,0.02069325182666446,128.8517236428386,0.40569365051838036,0.7814767,0.4866133589826473,0.9713320195604597,0.9735698046258828,-8.676486342148042e-06,0.5205684367988033,0.0011219147344801795,-0.0004240271121321438,9.435302037580561e-06,0.9715532582624392,0.45464746586871146,0.24932693509405868,0.16866828220052432,1259548.2602262613,0.3945848257300305,0.021324737787267446,0.008223715268866581,0.07697392778691273,0.02069325182666446,0.015478016778644507,0.0024776851058890175,0.004341239625477853,13.243226890976798,0.3145368569108249,0.23485548713438656,0.13200591184714663,0.1495342906698559,0.7597849858920231,0.687855595698547,0.7039864703980264,0.696851441876777,0.6941993131124508,0.7229800435227931,0.005699666559270002,0.0022249028935008024,0.0036240877745144138,0.03364138982638721,0.005922906629853968,-0.054924460695846486,0.017638979606111892,0.16144122439473918,0.08147371047489939,1.1472978156730056,0.018886854728417644,117.60373895477703,0.37027902167163484,0.7132584588529757,0.4441349236454943,0.8865405447228841,0.02601201601516792,161.97034313672526,0.5099686517581548,0.9823388129693104,0.6116870655747287,1.2209924404580519,2.666361165641034,0.008395120874655647,0.016171294149770712,0.010069612779646993,0.02010001808806716,52.2743261402487,100.69461978171749,62.700970052545486,125.15780494984466,0.3170401352180572,0.19741594999668127,0.3940632328808737,0.3802770019536746,0.7590733412504435,0.47266313672571375,1.3772535390011398,2.666361165641034
E06,0.918126654922293,1.2230457360398777,0.020556835438077913,115.91964890739293,0.33289242431444155,0.8407656,0.45389190183124006,0.9645977976755086,0.9739857795054258,-3.7722293485754744e-06,0.4915743861338469,0.00048146364949446316,-0.00018099030371125806,5.592183475820013e-06,0.9741156315453353,0.00024078979051288225,0.2427990505266347,0.17058832898678253,484122.5258548341,0.43478433432458796,0.02052639280354112,0.004134557311207394,0.05905131863783728,0.020556835438077913,0.00015008584210377335,0.002850632499451462,0.0046564636940432435,11.838676770221921,0.3578136614120698,0.2976656928830517,0.1900256950711705,0.16412611990070827,0.7672278748960224,0.7034770142359905,0.6975749804965639,0.7117034645001697,0.6927160405236699,0.7150154979799178,0.009185662909843757,0.0022743085126953866,0.003266191285012854,0.03696170693955512,0.008158190010068773,-0.126509534388441,-0.06345477005313993,-0.03769161468942851,0.12145466654189621,1.1229108904472664,0.01887377855655052,106.4289194911113,0.3056374079847908,0.7719293079017346,0.4167302535246342,0.8856229493252255,0.025141949929014643,141.77503231942657,0.4071426601177554,1.0282947820890094,0.5551305551577289,1.1797472234404873,2.3829411466290447,0.0068432147852147815,0.01728348008119684,0.009330581132621018,0.019829078190747803,38.588772950460935,97.46125316541355,52.6149899021862,111.81583804338939,0.27988449886418604,0.15109717557729402,0.32110729935657123,0.38161669717828367,0.8110006461213276,0.4378231288891623,1.332108590219289,2.3829411466290447
E07,1.1131064703096742,1.7551857011427985,0.029955345675303117,108.55851076074553,0.46101650476334216,0.8410212,0.4786653531170672,0.9608420022167131,0.9749803542540333,-1.1060326345916605e-05,0.5414920368818106,0.00033528918692372173,-0.000852671041887052,3.207092500718243e-05,0.9669129063834135,0.008891125650058715,0.20966561247562818,0.17049469334068162,4933818.44626708,0.5805844543050567,0.01767954986197468,0.010284225094297807,0.07587224192705752,0.029955345675303117,0.0010416457411230903,0.0023137766379328307,0.0038663152265012526,13.341236094320703,0.47635644260208665,0.45938629589115165,0.20119388586215278,0.24112364048007404,0.5830104069255131,0.6048772334756373,0.60002157288234,0.6018140953026658,0.5951224855780387,0.63458297584937,0.06064834848580123,0.001963045370207456,0.003184401494774209,0.04177897775479078,0.04717227368506764,-0.19734106363826456,-0.12284019525217253,0.18022989713992998,0.15209052422982286,1.9537085605370712,0.03334348909154282,120.83718073496826,0.5131604543716269,0.9361461393876066,0.5328055016676725,1.0695194496127258,0.0525771944020818,190.5403458246172,0.809169577151449,1.4761483845979577,0.8401465834235449,1.686456143348192,3.2519077158342458,0.01380990876220594,0.025193080766258237,0.014338586115412779,0.028782354315752004,50.047265193232576,91.30000899021512,51.963197887155204,104.30757683701934,0.38772465405587175,0.22067262804534127,0.44296402149176056,0.4025677096769396,0.8080884937147027,0.45992177628077285,1.5768339966800273,3.2519077158342458
E08,1.1835153353517796,1.6229757124904556,0.0229331797905611,133.11856285600612,0.44307768251484614,0.8289098,0.5388393946673682,0.9674694904110474,0.9693842786155543,-6.772488031419766e-06,0.5173781639591991,0.0,-0.00029469996860734363,6.764303795097805e-06,0.9726335693689155,0.008879652371056113,0.24413924803437873,0.16711965691903374,1335261.1284835557,0.40803306737259826,0.01119919853963292,0.01878629739323444,0.06965540503327683,0.0229331797905611,0.0036970820926780132,0.0030294410986283324,0.005233005692566901,16.034831735039763,0.34688193972387815,0.3056128824075575,0.17574780504963222,0.21151133840677894,0.7342281759008639,0.6897125970212057,0.6972845647392637,0.7080513002895815,0.7005037554996013,0.7256897235702956,0.006034297460836256,0.002528031708801255,0.004125778753274902,0.03427642861254599,0.0054317461041578936,-0.16704852444761206,-0.16748901798824867,0.22166989231443257,0.17954857537851834,1.920816644635935,0.027141769970508576,157.54786056007302,0.5243892320084474,0.9810274599233766,0.6377246868805001,1.145014978386446,0.03721999381025762,216.04819439693202,0.7191043174681523,1.345300473245321,0.8745232504781977,1.5701794855126476,3.052831935437897,0.010161180154298117,0.019009537473558043,0.012357300716143865,0.022187151765479078,58.98186432994607,110.34328131325947,71.72952582832035,128.7881481705512,0.3672714331978446,0.23874771023692004,0.428664139715146,0.4466492548658492,0.8019449418027232,0.5213106745722359,1.371316697549472,3.052831935437897
E09,1.0903111206321345,1.512894073534073,0.01399469048924943,134.89929560322037,0.36890549245377147,0.7623951,0.47752431691654473,0.9446211605548107,0.9517670284914275,-1.349700172444315e-06,0.5399740307920609,0.0,0.00017736138225012496,1.6726956228337752e-05,0.9783955094308282,0.0022263450834879408,0.22274512695457727,0.16655940300865674,976372.1162971322,0.49095655493436685,0.045222150578364304,0.010161041756670385,0.05980260962177336,0.01399469048924943,0.0019655954466776733,0.0026967240824324248,0.00466849840255477,12.736627841328342,0.27032662808481067,0.3650289621663888,0.20858805415166176,0.20318109301115284,0.6836729356299749,0.6664107278382186,0.6627785591682651,0.6849789207537285,0.6833442189676938,0.7507076959913745,0.008272965672466243,0.0022893983945255153,0.0037571741553324824,0.05389458260970811,0.018116829850389052,-0.04931513341726309,0.11812427755349482,0.24124193562135549,0.11684188936335423,1.6495252327126502,0.01525856667023342,147.08220216163278,0.402221760884621,0.8312478558454482,0.5206500731063725,1.029930956137343,0.02117248430212912,204.08834484203314,0.5581149332274795,1.1534230284814169,0.7224437090314471,1.429111755538251,1.8878738891848355,0.005162718186674672,0.010669483455020367,0.0066828050163372996,0.013219680771560167,49.765091076172894,102.84656196134675,64.41769398545085,127.4287291707405,0.28125173980984236,0.17616134329074876,0.3484759344167256,0.3640621993480208,0.720174544163301,0.4510795744388497,1.3875788821433412,1.8878738891848355
E10,0.7261175310906934,0.9986927747550564,0.020508936221345923,133.09453261970145,0.3579761109413103,0.7269544,0.49581092756227696,0.9662843266178925,0.953982716976681,6.808368066309682e-06,0.42108667529107374,0.0003234152652005175,-9.348801961652521e-05,6.09352691377873e-06,0.9716331624915394,0.03332254933678421,0.21528122002727096,0.16026114317061335,397798.1913467919,0.5009759697684067,0.018084204321106103,0.014375797379060067,0.08478692736240362,0.02050893622134592,0.005119445126183091,0.0024343015493044273,0.003355032118740936,7.524426088899985,0.32330395550682317,0.26874173969838794,0.1369041062401389,0.0420748816052956,0.7549956264153637,0.704873301300047,0.7081954511248325,0.7140869158918043,0.7078268061211019,0.7581050252850251,0.005006590109778752,0.002353515693913644,0.002739403588902607,0.037619725775775846,0.004703329149079958,0.2045065750851799,0.21098002973860236,-0.004821980958822871,0.06543565986538265,0.7251683319232556,0.014891898134340198,96.64227342748738,0.2599327298661524,0.5278543341435163,0.3600170066093072,0.7016359895754174,0.02048212642217044,132.920548086697,0.3575081555320011,0.7260041068563972,0.49516279100104865,0.9650211753523442,2.7296272809073017,0.007341709228060786,0.014909061425426792,0.010168554691221101,0.01981746362629255,47.64466317475209,96.7536561038355,65.98972367164191,128.60716082895135,0.26023230894367366,0.17748846761094764,0.34590670530621603,0.3604319353594785,0.7024446428859141,0.4790943282693075,1.3753853289695452,2.7296272809073017
